image_path,width,height,class_id,xmin,ymin,xmax,ymax
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V1_HB_4_f0230.jpg,1920,1080,1,1847.0,154.0,1918.0,224.0
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_3_f0055.jpg,1920,1080,1,1852.5,181.0,1918.5,252.0
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_3_f0076.jpg,1920,1080,1,1643.5,190.5,1729.0,264.0
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_3_f0098.jpg,1920,1080,1,1501.7,212.2,1585.5,286.0
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_3_f0120.jpg,1920,1080,1,1349.7,251.3,1440.7,324.0
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_3_f0142.jpg,1920,1080,1,1200.0,292.5,1289.0,372.5
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_3_f0163.jpg,1920,1080,1,933.0,328.0,1039.0,416.0
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_3_f0185.jpg,1920,1080,1,681.7,375.3,796.0,470.0
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_3_f0207.jpg,1920,1080,1,369.0,489.0,501.7,580.7
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_3_f0229.jpg,1920,1080,1,0.0,639.0,132.0,751.0
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_4_f0043.jpg,1920,1080,1,0.0,758.0,127.0,891.0
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_4_f0063.jpg,1920,1080,1,358.0,569.0,496.1,701.4
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_4_f0083.jpg,1920,1080,1,619.0,457.0,734.0,585.0
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_4_f0104.jpg,1920,1080,1,823.3,379.3,909.0,489.0
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_4_f0124.jpg,1920,1080,1,987.0,314.0,1048.0,419.0
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_4_f0167.jpg,1920,1080,1,1330.8,219.3,1399.7,299.3
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_4_f0188.jpg,1920,1080,1,1489.4,191.6,1568.4,264.7
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_4_f0208.jpg,1920,1080,1,1652.0,207.0,1740.0,276.0
Handgun\Handgun_USRT_CCTV\PAH1_C2_P5_V2_HB_4_f0229.jpg,1920,1080,1,1839.5,198.0,1918.5,263.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_1_f0017.jpg,640,480,1,120.0,133.0,141.0,156.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_1_f0032.jpg,640,480,1,152.0,144.5,175.5,166.5
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_1_f0047.jpg,640,480,1,199.6,148.7,223.7,174.9
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_1_f0062.jpg,640,480,1,259.0,149.0,286.0,177.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_1_f0078.jpg,640,480,1,328.0,158.4,357.6,184.8
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_1_f0093.jpg,640,480,1,394.8,160.5,425.5,188.5
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_1_f0108.jpg,640,480,1,460.0,174.0,493.0,208.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_1_f0123.jpg,640,480,1,534.2,192.0,567.4,227.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_1_f0139.jpg,640,480,1,612.5,219.0,638.5,252.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_4_f0028.jpg,640,480,1,597.5,224.0,638.5,266.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_4_f0045.jpg,640,480,1,496.2,195.0,539.2,235.2
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_4_f0063.jpg,640,480,1,407.0,178.0,449.0,212.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_4_f0081.jpg,640,480,1,339.8,161.5,379.5,192.8
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_4_f0099.jpg,640,480,1,287.0,151.8,320.8,178.4
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_4_f0117.jpg,640,480,1,231.3,147.7,266.0,173.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_4_f0135.jpg,640,480,1,173.0,141.3,204.0,164.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P1_V1_HB_4_f0153.jpg,640,480,1,121.0,139.0,147.0,163.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P2_V1_HB_3_f0034.jpg,640,480,1,0.0,378.0,46.0,439.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P2_V1_HB_3_f0059.jpg,640,480,1,102.8,333.8,142.2,382.2
Handgun\Handgun_USRT_CCTV\PAH2_C1_P2_V1_HB_3_f0085.jpg,640,480,1,168.4,298.7,204.4,336.9
Handgun\Handgun_USRT_CCTV\PAH2_C1_P2_V1_HB_3_f0110.jpg,640,480,1,219.0,277.3,247.3,309.7
Handgun\Handgun_USRT_CCTV\PAH2_C1_P2_V1_HB_3_f0136.jpg,640,480,1,249.3,264.3,278.6,291.7
Handgun\Handgun_USRT_CCTV\PAH2_C1_P2_V1_HB_3_f0161.jpg,640,480,1,275.6,256.3,299.0,279.4
Handgun\Handgun_USRT_CCTV\PAH2_C1_P2_V1_HB_3_f0187.jpg,640,480,1,313.2,244.3,340.4,267.6
Handgun\Handgun_USRT_CCTV\PAH2_C1_P2_V1_HB_3_f0225.jpg,640,480,1,369.0,236.0,394.0,254.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P2_V1_HB_4_f0047.jpg,640,480,1,351.0,236.0,366.0,256.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P2_V1_HB_4_f0068.jpg,640,480,1,324.5,240.8,343.0,262.8
Handgun\Handgun_USRT_CCTV\PAH2_C1_P2_V1_HB_4_f0090.jpg,640,480,1,288.0,250.6,315.0,272.9
Handgun\Handgun_USRT_CCTV\PAH2_C1_P2_V1_HB_4_f0112.jpg,640,480,1,254.6,266.0,277.9,293.1
Handgun\Handgun_USRT_CCTV\PAH2_C1_P2_V1_HB_4_f0133.jpg,640,480,1,212.0,285.4,238.8,318.3
Handgun\Handgun_USRT_CCTV\PAH2_C1_P2_V1_HB_4_f0155.jpg,640,480,1,154.9,307.1,185.6,340.8
Handgun\Handgun_USRT_CCTV\PAH2_C1_P2_V1_HB_4_f0177.jpg,640,480,1,91.6,343.5,126.1,384.2
Handgun\Handgun_USRT_CCTV\PAH2_C1_P2_V1_HB_4_f0199.jpg,640,480,1,0.0,390.0,44.0,446.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P4_V1_HB_1_f0032.jpg,640,480,1,605.5,148.0,638.5,184.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P4_V1_HB_1_f0043.jpg,640,480,1,560.3,139.4,596.0,177.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P4_V1_HB_1_f0055.jpg,640,480,1,496.0,139.0,536.3,178.7
Handgun\Handgun_USRT_CCTV\PAH2_C1_P4_V1_HB_1_f0066.jpg,640,480,1,401.4,122.4,452.0,163.6
Handgun\Handgun_USRT_CCTV\PAH2_C1_P4_V1_HB_1_f0078.jpg,640,480,1,313.6,119.4,367.2,164.8
Handgun\Handgun_USRT_CCTV\PAH2_C1_P4_V1_HB_1_f0089.jpg,640,480,1,231.0,120.0,297.0,167.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P4_V1_HB_1_f0101.jpg,640,480,1,105.3,118.0,168.2,164.3
Handgun\Handgun_USRT_CCTV\PAH2_C1_P4_V1_HB_1_f0113.jpg,640,480,1,0.0,111.0,61.0,163.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P4_V1_HB_3_f0046.jpg,640,480,1,606.5,156.0,638.5,197.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P4_V1_HB_3_f0056.jpg,640,480,1,565.7,154.7,604.3,191.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P4_V1_HB_3_f0066.jpg,640,480,1,507.3,148.3,550.0,185.3
Handgun\Handgun_USRT_CCTV\PAH2_C1_P4_V1_HB_3_f0076.jpg,640,480,1,440.0,144.0,488.0,189.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P4_V1_HB_3_f0086.jpg,640,480,1,351.0,140.0,408.0,183.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P4_V1_HB_3_f0096.jpg,640,480,1,252.0,134.3,309.3,179.1
Handgun\Handgun_USRT_CCTV\PAH2_C1_P4_V1_HB_3_f0106.jpg,640,480,1,130.0,132.0,199.0,180.0
Handgun\Handgun_USRT_CCTV\PAH2_C1_P4_V1_HB_3_f0117.jpg,640,480,1,0.0,132.0,55.0,183.0
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V1_HB_1_f0048.jpg,1920,1080,1,1810.5,552.0,1918.5,634.0
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V1_HB_1_f0069.jpg,1920,1080,1,1487.0,498.5,1585.0,572.0
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V1_HB_1_f0091.jpg,1920,1080,1,1177.4,445.0,1267.9,517.9
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V1_HB_1_f0113.jpg,1920,1080,1,910.4,425.6,995.6,486.3
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V1_HB_1_f0135.jpg,1920,1080,1,665.0,395.0,754.0,462.0
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V1_HB_1_f0157.jpg,1920,1080,1,468.0,369.0,550.0,434.0
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V1_HB_1_f0179.jpg,1920,1080,1,238.0,343.0,329.0,410.0
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V1_HB_1_f0201.jpg,1920,1080,1,0.0,328.0,79.0,397.0
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V1_HB_4_f0040.jpg,1920,1080,1,0.0,273.0,83.0,343.0
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V1_HB_4_f0063.jpg,1920,1080,1,249.0,308.0,331.0,375.0
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V1_HB_4_f0086.jpg,1920,1080,1,519.7,375.6,592.7,440.7
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V1_HB_4_f0109.jpg,1920,1080,1,745.9,393.4,822.7,455.8
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V1_HB_4_f0132.jpg,1920,1080,1,971.6,416.6,1052.4,485.9
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V1_HB_4_f0155.jpg,1920,1080,1,1214.6,454.6,1300.0,525.8
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V1_HB_4_f0178.jpg,1920,1080,1,1492.6,493.2,1592.9,567.2
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V1_HB_4_f0201.jpg,1920,1080,1,1824.5,540.0,1918.5,616.0
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V2_HB_2_f0069.jpg,1920,1080,1,1.0,330.0,88.0,398.0
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V2_HB_2_f0094.jpg,1920,1080,1,267.7,352.0,350.0,414.3
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V2_HB_2_f0119.jpg,1920,1080,1,513.0,385.5,588.5,447.0
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V2_HB_2_f0144.jpg,1920,1080,1,676.0,411.0,756.5,473.5
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V2_HB_2_f0170.jpg,1920,1080,1,845.1,451.3,910.1,516.8
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V2_HB_2_f0195.jpg,1920,1080,1,1142.9,502.8,1229.6,572.6
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V2_HB_2_f0220.jpg,1920,1080,1,1472.8,510.0,1573.0,579.0
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V2_HB_2_f0246.jpg,1920,1080,1,1800.5,553.0,1918.5,640.0
Handgun\Handgun_USRT_CCTV\PAH2_C2_P3_V2_HB_4_f0056.jpg,1920,1080,1,0.0,350.0,81.0,407.0
