ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y
010dce7cb9251d5e,xclick,/m/058qzx,1,0.525625,0.825625,0.429644,0.841463,1,0,0,0,0,0.535,0.525625,0.825625,0.781875,0.429644,0.650094,0.816135,0.841463
010fc688dbee9670,xclick,/m/04ctx,1,0.580625,0.999375,0.399167,0.999167,1,1,0,0,0,0.58875,0.999375,0.98625,0.580625,0.399167,0.891667,0.999167,0.4825
010fc688dbee9670,xclick,/m/058qzx,1,0.580625,0.999375,0.410833,0.999167,1,1,0,0,0,0.59375,0.580625,0.999375,0.98375,0.410833,0.445,0.895833,0.999167
010fc688dbee9670,xclick,/m/058qzx,1,0.584375,0.999375,0.409167,0.996667,1,1,0,0,0,0.59625,0.584375,0.999375,0.98375,0.409167,0.455833,0.901667,0.996667
012dcd050f403cd9,xclick,/m/0gxl3,1,0.28625,0.6625,0.389306,0.747655,0,0,0,1,0,0.530625,0.6625,0.628125,0.28625,0.747655,0.493433,0.389306,0.500938
013bc45321bef9c3,xclick,/m/04ctx,1,0.0625,0.835417,0.115625,0.68125,0,0,0,0,0,0.0625,0.160417,0.835417,0.7875,0.64375,0.68125,0.210938,0.115625
013bc45321bef9c3,xclick,/m/04ctx,1,0.194792,0.927083,0.275,0.796875,0,0,0,0,0,0.194792,0.927083,0.867708,0.28125,0.757812,0.309375,0.275,0.796875
013bc45321bef9c3,xclick,/m/04ctx,1,0.354167,0.902083,0.445312,0.828125,0,0,0,0,0,0.852083,0.354167,0.427083,0.902083,0.445312,0.809375,0.828125,0.515625
013bc45321bef9c3,xclick,/m/058qzx,1,0.058333,0.840625,0.11875,0.682813,0,0,0,0,0,0.776042,0.155208,0.058333,0.840625,0.11875,0.682813,0.646875,0.215625
013bc45321bef9c3,xclick,/m/058qzx,1,0.194792,0.923958,0.273438,0.789062,0,0,0,0,0,0.891667,0.923958,0.289583,0.194792,0.273438,0.304688,0.789062,0.753125
013bc45321bef9c3,xclick,/m/058qzx,1,0.353125,0.894792,0.44375,0.835938,0,0,0,0,0,0.410417,0.353125,0.85625,0.894792,0.835938,0.807813,0.44375,0.50625
0148c4e77ea54960,xclick,/m/0gxl3,1,0.0475,0.94,0.085821,0.935634,0,0,0,0,0,0.095625,0.0475,0.73,0.94,0.085821,0.20056,0.935634,0.81903
015cd5353344d722,xclick,/m/0gxl3,1,0.441589,0.721963,0.60625,0.65,1,0,0,0,0,0.441589,0.721963,0.672897,0.528037,0.632812,0.628125,0.60625,0.65
016f96522808c092,xclick,/m/0gxl3,1,0.1325,0.999375,0.029167,0.776667,0,0,0,0,0,0.1325,0.999375,0.830625,0.819375,0.27,0.65,0.776667,0.029167
0174388f19e14c32,xclick,/m/04ctx,1,0.090625,0.532812,0.01875,0.601562,0,0,0,0,0,0.164062,0.090625,0.526563,0.532812,0.601562,0.525,0.01875,0.023438
0174388f19e14c32,xclick,/m/04ctx,1,0.304688,0.692187,0.039062,0.704687,0,0,0,0,0,0.678125,0.304688,0.692187,0.401562,0.039062,0.634375,0.089063,0.704687
01782b33668edf82,xclick,/m/0gxl3,1,0.339375,0.4725,0.43621,0.617261,1,0,0,0,0,0.463125,0.4725,0.339375,0.348125,0.43621,0.443715,0.60788,0.617261
017c8de936318a81,xclick,/m/0gxl3,1,0.078125,0.8,0.145455,0.521212,0,0,0,0,0,0.214062,0.142187,0.078125,0.8,0.145455,0.521212,0.513131,0.175758
017c8de936318a81,xclick,/m/0gxl3,1,0.13125,0.85625,0.527273,0.907071,0,0,0,0,0,0.265625,0.13125,0.159375,0.85625,0.527273,0.884848,0.907071,0.545455
01a6ef2ebff837d3,xclick,/m/04ctx,1,0.031875,0.966875,0.090062,0.90528,0,0,0,0,0,0.031875,0.159375,0.889375,0.966875,0.838509,0.90528,0.090062,0.22205
01cf8125a27d477b,xclick,/m/04ctx,1,0.086601,0.300654,0.122549,0.924837,1,0,0,0,0,0.300654,0.086601,0.171569,0.122549,0.898693,0.214052,0.122549,0.924837
01cf8125a27d477b,xclick,/m/04ctx,1,0.388889,0.612745,0.143791,0.856209,1,0,0,0,0,0.612745,0.388889,0.473856,0.421569,0.833333,0.238562,0.143791,0.856209
01cf8125a27d477b,xclick,/m/04ctx,1,0.722222,0.933007,0.112745,0.908497,1,0,0,0,0,0.722222,0.821895,0.933007,0.787582,0.202614,0.112745,0.887255,0.908497
01fdd21ac29706bc,xclick,/m/04ctx,1,0.100586,0.800781,0.03776,0.925781,0,0,0,0,0,0.100586,0.194336,0.800781,0.589844,0.80599,0.925781,0.667969,0.03776
02026c76bde7e6ea,xclick,/m/0gxl3,1,0.106209,0.566993,0.318627,0.526144,0,0,0,1,0,0.318627,0.106209,0.24183,0.566993,0.318627,0.47549,0.526144,0.447712
0232e0688844b729,xclick,/m/04ctx,1,0.064375,0.916875,0.392484,0.743215,0,0,0,0,0,0.064375,0.26375,0.916875,0.873125,0.488518,0.392484,0.667015,0.743215
0244f25e476ff7ba,xclick,/m/04ctx,1,0.0,0.998366,0.761438,0.998366,0,1,0,0,0,0.004902,0.0,0.704248,0.998366,0.761438,0.80719,0.998366,0.962418
0244f25e476ff7ba,xclick,/m/058qzx,1,0.0,0.965686,0.75,0.998366,0,1,0,0,0,0.00817,0.0,0.965686,0.795752,0.75,0.802288,0.998366,0.998366
02617d55d41e90a1,xclick,/m/04ctx,1,0.28125,0.999375,0.005833,0.32,0,1,0,0,0,0.28125,0.999375,0.999375,0.41875,0.02,0.32,0.146667,0.005833
02617d55d41e90a1,xclick,/m/058qzx,1,0.2775,0.999375,0.0,0.341667,0,1,0,0,0,0.4325,0.2775,0.995,0.999375,0.0,0.015833,0.136667,0.341667
027c5d8272d87b32,xclick,/m/0gxl3,1,0.182617,0.635742,0.295573,0.667969,0,0,0,0,0,0.22168,0.182617,0.280273,0.635742,0.667969,0.397135,0.295573,0.395833
028d68c9bfcbc360,xclick,/m/04ctx,1,0.061667,0.956667,0.329861,0.638889,0,0,0,0,0,0.610833,0.061667,0.956667,0.620833,0.329861,0.625,0.447917,0.638889
029bb6e673425f20,xclick,/m/04ctx,1,0.049375,0.999375,0.32,0.663333,0,1,0,0,0,0.66875,0.999375,0.12375,0.049375,0.32,0.514167,0.663333,0.649167
02a80c4e24674f53,xclick,/m/04ctx,1,0.399375,0.845,0.306754,0.515009,0,0,0,0,0,0.399375,0.43125,0.845,0.836875,0.329268,0.306754,0.505629,0.515009
02c3f9f98c94ee0f,xclick,/m/04ctx,1,0.017708,0.955208,0.294444,0.581481,0,0,0,0,0,0.017708,0.889583,0.955208,0.616667,0.516667,0.581481,0.47963,0.294444
02c3f9f98c94ee0f,xclick,/m/04ctx,1,0.01875,0.951042,0.290741,0.57963,0,0,0,0,0,0.01875,0.891667,0.60625,0.951042,0.511111,0.57963,0.290741,0.477778
02ccde225a936a96,xclick,/m/0gxl3,1,0.01634,0.323529,0.243464,0.656863,1,0,0,0,0,0.194444,0.323529,0.01634,0.081699,0.243464,0.522876,0.550654,0.656863
02ccde225a936a96,xclick,/m/0gxl3,1,0.204248,0.535948,0.271242,0.736928,0,0,0,0,0,0.377451,0.259804,0.204248,0.535948,0.271242,0.736928,0.622549,0.598039
02ccde225a936a96,xclick,/m/0gxl3,1,0.470588,0.781046,0.315359,0.769608,0,0,0,0,0,0.588235,0.470588,0.558824,0.781046,0.315359,0.665033,0.769608,0.632353
02ccde225a936a96,xclick,/m/0gxl3,1,0.647059,0.998366,0.346405,0.861111,0,0,0,0,0,0.79902,0.728758,0.998366,0.647059,0.346405,0.861111,0.720588,0.727124
02d97c9c74818c14,xclick,/m/04ctx,1,0.05,0.66,0.335,0.89625,0,0,0,0,0,0.186667,0.05,0.550833,0.66,0.335,0.364375,0.89625,0.825
02d97c9c74818c14,xclick,/m/058qzx,1,0.050833,0.67,0.3275,0.886875,0,0,0,0,0,0.189167,0.5475,0.67,0.050833,0.3275,0.886875,0.81875,0.36125
02ea4f631efee116,xclick,/m/04ctx,1,0.0625,0.885742,0.205729,0.890625,0,0,0,0,0,0.06543,0.0625,0.828125,0.885742,0.205729,0.210938,0.890625,0.802083
02eff940ae3f0189,xclick,/m/0gxl3,1,0.0,0.980625,0.114167,0.995,1,1,0,0,0,0.0,0.980625,0.149375,0.665625,0.329167,0.425,0.114167,0.995
0304ad7f7fe22b23,xclick,/m/04ctx,1,0.24,0.454286,0.125714,0.945714,0,0,0,0,0,0.394286,0.454286,0.347143,0.24,0.945714,0.895714,0.125714,0.688571
0315e60e498caa4c,xclick,/m/04ctx,1,0.02625,0.505,0.0,0.405004,1,1,0,0,0,0.02625,0.446875,0.505,0.10625,0.003127,0.405004,0.353401,0.0
0320662d45d55cdf,xclick,/m/04ctx,1,0.470625,0.9125,0.145,0.600625,0,0,0,0,0,0.470625,0.47375,0.878125,0.9125,0.148125,0.145,0.600625,0.568125
0320662d45d55cdf,xclick,/m/058qzx,1,0.474375,0.913125,0.140625,0.5925,0,0,0,0,0,0.478125,0.86875,0.913125,0.474375,0.140625,0.5925,0.565625,0.159375
032d284c9e52a9fa,xclick,/m/04ctx,1,0.2025,0.860625,0.013333,0.143333,0,0,0,0,0,0.860625,0.841875,0.2025,0.470625,0.1325,0.143333,0.063333,0.013333
032d284c9e52a9fa,xclick,/m/058qzx,1,0.196875,0.8625,0.006667,0.1475,0,0,0,0,0,0.4725,0.8625,0.196875,0.778125,0.006667,0.13,0.05,0.1475
03576a6eb56fa4a6,xclick,/m/04ctx,1,0.0,0.968125,0.035647,0.999062,0,1,0,0,0,0.9425,0.0,0.968125,0.143125,0.035647,0.658537,0.198874,0.999062
03576a6eb56fa4a6,xclick,/m/058qzx,1,0.0,0.94375,0.042214,0.999062,0,1,0,0,0,0.081875,0.0,0.94375,0.94375,0.999062,0.67636,0.042214,0.042214
03576a6eb56fa4a6,xclick,/m/058qzx,1,0.0,0.951875,0.042214,0.999062,0,1,0,0,0,0.945,0.951875,0.065,0.0,0.042214,0.045966,0.999062,0.668856
036cced2d11ec245,xclick,/m/0gxl3,1,0.274306,0.517361,0.255208,0.576389,1,0,0,0,0,0.493056,0.517361,0.387731,0.274306,0.255208,0.322917,0.576389,0.364583
039f27ac12c793bb,xclick,/m/0gxl3,1,0.619375,0.716875,0.435272,0.586304,1,0,0,0,0,0.619375,0.716875,0.64375,0.631875,0.586304,0.464353,0.435272,0.582552
03a76011de8d470a,activemil,/m/04ctx,1,0.332083,0.643527,0.26125,0.781875,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
03d51a7823b79dfc,xclick,/m/04ctx,1,0.409375,0.816406,0.129167,0.405208,0,0,0,0,0,0.409375,0.411719,0.795312,0.816406,0.146875,0.129167,0.405208,0.365625
03d51a7823b79dfc,xclick,/m/058qzx,1,0.410156,0.816406,0.125,0.397917,0,0,0,0,0,0.416406,0.410156,0.816406,0.789844,0.125,0.142708,0.363542,0.397917
03e4bb9a4c3685b7,xclick,/m/04ctx,1,0.04,0.959375,0.241796,0.647668,0,0,0,0,0,0.92875,0.959375,0.04625,0.04,0.647668,0.450777,0.241796,0.252159
03e4bb9a4c3685b7,xclick,/m/058qzx,1,0.040625,0.958125,0.241796,0.659758,0,0,0,0,0,0.916875,0.92625,0.958125,0.040625,0.659758,0.329879,0.471503,0.241796
03f58d4588cfbc81,xclick,/m/04ctx,1,0.022514,0.142589,0.0,0.19,0,1,0,0,0,0.070356,0.022514,0.142589,0.117261,0.0,0.000625,0.19,0.0
03f58d4588cfbc81,xclick,/m/04ctx,1,0.040338,0.204503,0.1525,0.854375,0,0,0,0,0,0.166041,0.040338,0.204503,0.114447,0.1525,0.84625,0.396875,0.854375
03f58d4588cfbc81,xclick,/m/04ctx,1,0.181051,0.257974,0.0,0.094375,0,1,0,0,0,0.181051,0.229831,0.247655,0.257974,0.0,0.094375,0.0,0.051875
03f58d4588cfbc81,xclick,/m/04ctx,1,0.242964,0.368668,0.075625,0.866875,0,0,0,0,0,0.275797,0.242964,0.368668,0.242964,0.075625,0.4325,0.448125,0.866875
03f58d4588cfbc81,xclick,/m/04ctx,1,0.319887,0.383677,0.0,0.084375,0,1,0,0,0,0.319887,0.360225,0.370544,0.383677,0.0,0.084375,0.0,0.05
03f58d4588cfbc81,xclick,/m/04ctx,1,0.376173,0.530019,0.089375,0.875,0,0,0,0,0,0.424953,0.398687,0.530019,0.376173,0.089375,0.453125,0.32875,0.875
03f58d4588cfbc81,xclick,/m/04ctx,1,0.578799,0.688555,0.140625,0.881875,0,0,0,0,0,0.617261,0.578799,0.688555,0.606942,0.140625,0.495625,0.5025,0.881875
03f58d4588cfbc81,xclick,/m/04ctx,1,0.739212,0.871482,0.15,0.884375,0,0,0,0,0,0.820826,0.739212,0.831144,0.871482,0.15,0.88125,0.884375,0.359375
03f58d4588cfbc81,xclick,/m/04ctx,1,0.771107,0.863039,0.0,0.131875,0,1,0,0,0,0.771107,0.791745,0.827392,0.863039,0.0,0.089375,0.131875,0.000625
03f58d4588cfbc81,xclick,/m/04ctx,1,0.939963,0.999062,0.0,0.12375,0,1,0,0,0,0.939963,0.945591,0.991557,0.999062,0.0,0.061875,0.12375,0.075625
03f58d4588cfbc81,xclick,/m/04ctx,1,0.945591,0.999062,0.2125,0.8925,0,1,0,0,0,0.963415,0.945591,0.999062,0.999062,0.2125,0.499375,0.574375,0.8925
03f6288f49430b0c,xclick,/m/04ctx,1,0.0,0.489062,0.1625,0.998438,0,1,0,0,0,0.171875,0.0,0.489062,0.098437,0.1625,0.676562,0.998438,0.998438
03f6288f49430b0c,xclick,/m/058qzx,1,0.007812,0.471875,0.165625,0.998438,1,1,0,0,0,0.16875,0.007812,0.139063,0.471875,0.165625,0.8875,0.998438,0.939063
0413d1bfeb05ba12,xclick,/m/04ctx,1,0.02,0.999375,0.0,0.969925,0,1,0,0,0,0.02,0.205625,0.999375,0.933125,0.931391,0.969925,0.234023,0.0
0413d1bfeb05ba12,xclick,/m/058qzx,1,0.02,0.999375,0.0,0.981203,0,1,0,0,0,0.02,0.141875,0.921875,0.999375,0.93515,0.981203,0.0,0.266917
04453c7b2a60dc3d,xclick,/m/04ctx,1,0.08625,0.915625,0.331667,0.5975,0,0,0,0,0,0.915625,0.794375,0.08625,0.15625,0.536667,0.5975,0.446667,0.331667
04453c7b2a60dc3d,xclick,/m/058qzx,1,0.081875,0.920625,0.329167,0.595,0,0,0,0,0,0.150625,0.081875,0.920625,0.7875,0.329167,0.441667,0.534167,0.595
044b569c3ba18575,xclick,/m/0gxl3,1,0.225,0.73125,0.456667,0.933333,0,0,0,0,0,0.670625,0.73125,0.240625,0.225,0.933333,0.5875,0.456667,0.568333
047130dfa480f390,xclick,/m/04ctx,1,0.065833,0.936667,0.164444,0.953333,0,0,0,0,0,0.065833,0.066667,0.879167,0.936667,0.18,0.164444,0.953333,0.855556
0488fd6b207f203a,activemil,/m/0gxl3,1,0.071295,0.893996,0.268125,0.9375,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
048cb4cff077fd42,xclick,/m/0gxl3,1,0.143797,0.357143,0.535625,0.623125,1,0,0,0,0,0.297932,0.143797,0.321429,0.357143,0.623125,0.565,0.535625,0.554375
04d1941693ead454,xclick,/m/0gxl3,1,0.408125,0.60875,0.227955,0.713884,1,0,0,0,0,0.408125,0.44,0.60875,0.52125,0.34803,0.227955,0.315197,0.713884
04d6206483f835e6,xclick,/m/0gxl3,1,0.0,0.88,0.0,0.999167,0,1,0,0,0,0.0,0.0225,0.88,0.25375,0.3675,0.999167,0.001667,0.0
051ed63d53944b48,xclick,/m/0gxl3,1,0.0,0.20125,0.376173,0.559099,1,1,0,0,0,0.1875,0.20125,0.051875,0.0,0.559099,0.5394,0.376173,0.453096
051ed63d53944b48,xclick,/m/0gxl3,1,0.199375,0.589375,0.341463,0.630394,0,0,0,0,0,0.386875,0.56875,0.589375,0.199375,0.341463,0.630394,0.595685,0.537523
051ed63d53944b48,xclick,/m/0gxl3,1,0.4075,0.6825,0.0,0.28424,1,1,0,0,0,0.52,0.515,0.4075,0.6825,0.0,0.28424,0.087242,0.0
051ed63d53944b48,xclick,/m/0gxl3,1,0.521875,0.96,0.634146,0.999062,1,1,0,0,0,0.521875,0.89875,0.96,0.65625,0.768293,0.999062,0.993433,0.634146
0545729b8c3f31cf,xclick,/m/04ctx,1,0.028125,0.97875,0.301205,0.843373,0,0,0,0,0,0.028125,0.97875,0.9275,0.555625,0.301205,0.532129,0.811245,0.843373
05464a22589cd60d,xclick,/m/04ctx,1,0.044355,0.947581,0.115226,0.790123,0,0,0,0,0,0.044355,0.115927,0.947581,0.947581,0.279835,0.115226,0.779835,0.790123
054867d71726756e,xclick,/m/04ctx,1,0.0,0.65625,0.291406,0.582812,0,1,0,0,0,0.65625,0.636719,0.052734,0.0,0.303906,0.291406,0.582812,0.548438
054867d71726756e,xclick,/m/058qzx,1,0.003906,0.672852,0.286719,0.580469,0,0,0,0,0,0.640625,0.672852,0.003906,0.046875,0.286719,0.307812,0.55625,0.580469
05582daf6814b091,xclick,/m/04ctx,1,0.309375,0.999375,0.5125,0.8225,0,1,0,0,0,0.309375,0.365625,0.999375,0.97125,0.808333,0.8225,0.645833,0.5125
0560936240ced314,xclick,/m/04ctx,1,0.309375,0.999375,0.153333,0.420833,0,1,0,0,0,0.309375,0.74125,0.999375,0.428125,0.170833,0.420833,0.3925,0.153333
0560936240ced314,xclick,/m/058qzx,1,0.3075,0.999375,0.154167,0.420833,0,1,0,0,0,0.42875,0.3075,0.999375,0.735,0.154167,0.175,0.3675,0.420833
0560ebb954bb8a81,xclick,/m/04ctx,1,0.46,0.6625,0.411667,0.67,1,0,0,0,0,0.46,0.4625,0.6625,0.6525,0.66,0.67,0.424167,0.411667
0560ebb954bb8a81,xclick,/m/058qzx,1,0.46125,0.66375,0.4075,0.658333,1,0,0,0,0,0.653125,0.66375,0.46125,0.46375,0.4075,0.428333,0.658333,0.634167
058dd78ea5867506,xclick,/m/0gxl3,1,0.083008,0.418945,0.387665,0.584435,1,0,0,0,0,0.387695,0.418945,0.359375,0.083008,0.387665,0.556535,0.584435,0.424376
05a0dd0133e1c360,xclick,/m/0gxl3,1,0.139257,0.880637,0.078616,0.904088,0,0,0,0,0,0.189655,0.139257,0.880637,0.668435,0.078616,0.216981,0.185535,0.904088
05cee6e5f0497086,xclick,/m/0gxl3,1,0.0,0.999165,0.0775,0.993125,1,1,0,0,0,0.0,0.0,0.93985,0.999165,0.0775,0.4,0.993125,0.919375
05cee6e5f0497086,xclick,/m/0gxl3,1,0.0,0.999165,0.0875,0.999375,1,1,0,0,0,0.0,0.0,0.955723,0.999165,0.0875,0.2225,0.999375,0.834375
05ef9906a404669b,xclick,/m/04ctx,1,0.04375,0.999375,0.41016,0.714017,0,1,0,0,0,0.04375,0.279375,0.999375,0.999375,0.622766,0.714017,0.545626,0.41016
05fa17455bde44bc,xclick,/m/0gxl3,1,0.0,0.924375,0.0,0.999167,0,1,0,0,0,0.0,0.0875,0.755625,0.924375,0.1475,0.0,0.999167,0.5425
0602cd5998096480,xclick,/m/0gxl3,1,0.291875,0.41875,0.374412,0.543744,1,0,0,0,0,0.315,0.41875,0.37,0.291875,0.374412,0.438382,0.543744,0.401693
065c7e3482399cfb,xclick,/m/0gxl3,1,0.0,0.998366,0.300654,0.998366,0,1,0,0,0,0.0,0.79902,0.998366,0.934641,0.583333,0.300654,0.866013,0.998366
066c17210ae80c4a,activemil,/m/04ctx,1,0.018125,0.960625,0.246704,0.527307,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0678842cb5745a0b,xclick,/m/0gxl3,1,0.029412,0.325163,0.351307,0.856209,0,1,0,0,0,0.28268,0.325163,0.039216,0.029412,0.351307,0.400327,0.856209,0.841503
0678842cb5745a0b,xclick,/m/0gxl3,1,0.419935,0.645425,0.380719,0.76634,0,0,0,0,0,0.509804,0.419935,0.465686,0.645425,0.380719,0.542484,0.76634,0.534314
0678842cb5745a0b,xclick,/m/0gxl3,1,0.630719,0.964052,0.418301,0.854575,0,1,0,0,0,0.764706,0.964052,0.630719,0.962418,0.418301,0.776144,0.777778,0.854575
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.0,0.119792,0.466797,0.515625,0,1,0,0,0,0.092448,0.119792,0.0,0.059896,0.466797,0.482422,0.495117,0.515625
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.0,0.164062,0.708008,0.831055,0,1,0,0,0,0.096354,0.0,0.101562,0.164062,0.708008,0.746094,0.831055,0.820312
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.0,0.286458,0.59375,0.719727,0,1,0,0,0,0.191406,0.0,0.21875,0.286458,0.59375,0.617188,0.719727,0.710938
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.0,0.307292,0.285156,0.413086,0,1,0,0,0,0.032552,0.0,0.02474,0.307292,0.285156,0.3125,0.413086,0.30957
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.0,0.415365,0.0,0.144531,0,1,0,0,0,0.027344,0.0,0.415365,0.369792,0.0,0.005859,0.134766,0.144531
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.039062,0.450521,0.15332,0.295898,0,0,0,0,0,0.057292,0.039062,0.450521,0.420573,0.15332,0.164062,0.283203,0.295898
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.117188,0.513021,0.837891,0.963867,0,0,0,0,0,0.442708,0.117188,0.473958,0.513021,0.837891,0.863281,0.963867,0.948242
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.145833,0.47526,0.37207,0.489258,0,0,0,0,0,0.230469,0.47526,0.145833,0.203125,0.37207,0.390625,0.484375,0.489258
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.166667,0.55599,0.518555,0.648438,0,0,0,0,0,0.191406,0.166667,0.55599,0.533854,0.518555,0.536133,0.641602,0.648438
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.182292,0.576823,0.740234,0.865234,0,0,0,0,0,0.503906,0.182292,0.510417,0.576823,0.740234,0.773438,0.865234,0.853516
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.295573,0.683594,0.65918,0.773438,0,0,0,0,0,0.614583,0.683594,0.641927,0.295573,0.65918,0.761719,0.773438,0.679688
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.330729,0.669271,0.463867,0.586914,0,0,0,0,0,0.358073,0.330729,0.669271,0.660156,0.463867,0.46875,0.466797,0.586914
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.371094,0.761719,0.157227,0.274414,0,0,0,0,0,0.403646,0.371094,0.761719,0.755208,0.157227,0.172852,0.274414,0.274414
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.496094,0.877604,0.34375,0.513672,0,0,0,0,0,0.510417,0.496094,0.877604,0.80599,0.34375,0.352539,0.46875,0.513672
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.522135,0.877604,0.0,0.087891,0,1,0,0,0,0.731771,0.877604,0.522135,0.563802,0.0,0.000977,0.074219,0.087891
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.671875,0.955729,0.663086,0.804688,1,1,0,0,0,0.914062,0.955729,0.671875,0.925781,0.663086,0.735352,0.683594,0.804688
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.695312,0.955729,0.108398,0.233398,0,0,0,0,0,0.716146,0.695312,0.923177,0.955729,0.108398,0.12207,0.233398,0.208984
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.78776,0.921875,0.520508,0.589844,0,0,0,0,0,0.833333,0.921875,0.78776,0.830729,0.520508,0.53418,0.555664,0.589844
068fb4b25469c4d0,xclick,/m/0gxl3,1,0.863281,0.998698,0.295898,0.376953,0,1,0,0,0,0.942708,0.998698,0.863281,0.902344,0.295898,0.321289,0.368164,0.376953
